,num_languages,speaks_english,gender_tuned,income_level,avg_lessons_per_students,num_ratings,avg_rating,price,first_letter,position
24,4,1,0,0.9281364340668959,22.9,799,4.992277992277993,1.5631755572771773,0.4,2
261,7,1,1,-1.150638609273902,5.0,1,5.0,-1.362132358747187,0.4,3
2073,4,1,1,0.21085137905264484,13.7,856,4.986951364175564,0.21303344218900908,0.08,3
244,6,1,1,1.2173329143947818,19.9,744,4.965166908563135,1.6756874002011912,0.6,3
222,10,1,0,-1.0811412733491654,14.3,396,4.9948320413436695,0.7755926568090792,0.96,3
204,5,1,1,-1.1325604639252624,30.3,332,5.0,0.7755926568090792,0.44,3
521,3,1,0,-0.3916924525002332,27.9,587,4.978494623655914,1.1131281855811213,0.76,3
191,3,1,1,-1.2506706607626494,17.8,1630,4.978494623655914,-0.01199024365901894,0.96,3
177,3,1,1,0.7879536366468665,11.3,23,4.9523809523809526,2.5757821435933033,0.68,3
981,5,1,0,-0.5828188124794816,16.0,143,4.992537313432836,-0.349525772431061,0.36,3
446,4,1,0,-1.1267030737833519,27.1,265,4.992424242424242,-0.462037615355075,0.12,3
5,3,1,0,-0.9702651643910494,24.4,178,4.9941520467836265,-0.574549458279089,0.48,3
1653,3,1,1,-1.2273173973192282,15.9,1464,4.9663157894736845,-0.9120849870511311,0.4,3
2119,3,1,0,1.1095534865533514,19.9,1296,4.993655828707375,2.118984061321806,0.24,3
789,2,1,0,1.8543931495998422,13.8,3554,4.959432624113474,0.21303344218900908,0.0,3
1941,5,1,0,0.6357339238057134,16.5,1309,4.977379095163807,0.8318485782710862,0.08,3
1018,3,1,1,-1.25396248309377,21.3,244,4.97457627118644,-0.23701392950704697,0.72,3
114,4,1,0,-0.9255328853445368,24.9,223,5.0,-1.137108672899159,0.44,3
1127,4,1,1,-1.2204209882918502,20.4,135,5.0,-1.080852751437152,0.44,3
326,5,1,1,0.27875322738533215,22.0,334,5.0,0.5505689709610511,0.08,3
1100,5,1,1,-0.9054193161092493,12.7,105,5.0,-0.462037615355075,0.28,3
1194,3,1,1,-0.8496482779171574,26.7,498,4.977319587628866,0.10052159926499507,0.44,3
1314,3,1,0,0.6235958472816938,4.0,1,5.0,-0.9120849870511311,0.76,3
2058,2,1,1,0.21085137905264484,28.5,474,4.991397849462365,1.1131281855811213,0.28,4
1256,3,1,1,-0.8496482779171574,19.6,133,5.0,-0.349525772431061,0.6,4
32,5,1,1,0.9281364340668959,16.2,77,5.0,1.1131281855811213,0.0,4
155,0,0,1,-0.9255328853445368,6.5,162,4.9753086419753085,-0.01199024365901894,0.12,4
183,4,1,0,1.8543931495998422,16.2,45,4.976744186046512,0.5505689709610511,0.96,4
1302,2,1,1,0.6235958472816938,22.3,229,5.0,1.3381518714291492,0.76,4
1123,2,1,1,-1.2204209882918502,21.9,323,4.989399293286219,-0.968340908513138,0.52,4
198,3,1,0,-1.2506706607626494,15.0,103,5.0,-0.574549458279089,0.48,4
1061,3,1,1,-1.2054881958185868,23.5,186,4.961325966850829,-1.362132358747187,0.28,4
1441,2,1,0,-0.8651566870152045,12.4,425,4.9880668257756575,-0.687061301203103,0.8,4
211,5,1,1,-0.71906177664957,23.0,93,5.0,-0.12450208658303295,0.12,4
617,5,1,1,0.9158276014138603,12.1,830,4.990074441687345,-0.23701392950704697,0.12,4
218,2,1,0,-1.0811412733491654,0.0,0,0.0,-1.5646536760104124,0.48,4
987,4,1,0,-0.5828188124794816,0.0,0,0.0,-0.12450208658303295,0.0,4
269,5,1,1,-1.150638609273902,12.0,67,4.9692307692307685,-0.799573144127117,0.28,4
489,3,1,1,-0.7846306139666804,33.8,893,4.9921259842519685,-0.799573144127117,0.44,4
2007,5,1,1,0.6357339238057134,11.0,104,4.9896907216494855,2.0132229289732333,0.0,4
2,3,1,1,-0.9702651643910494,11.1,45,5.0,0.5505689709610511,0.4,4
517,3,1,1,-0.3916924525002332,30.6,71,5.0,0.7755926568090792,0.52,4
388,4,1,1,0.27875322738533215,14.0,160,5.0,-0.01199024365901894,0.24,4
1093,3,1,1,-0.9054193161092493,16.6,265,4.98046875,0.21303344218900908,0.04,4
151,3,1,1,-0.9255328853445368,13.8,88,5.0,-1.249620515823173,0.48,5
1841,3,1,1,0.10050792763096117,11.7,172,4.994117647058824,-0.23701392950704697,0.08,5
1252,4,1,1,-0.8496482779171574,13.8,64,5.0,-0.574549458279089,0.72,5
384,5,1,0,0.27875322738533215,15.2,119,5.0,1.1131281855811213,0.48,5
195,2,1,0,-1.2506706607626494,0.0,0,0.0,-0.574549458279089,0.72,5
1089,2,1,0,-0.9054193161092493,2.0,1,4.0,-0.799573144127117,0.08,5
1297,3,1,1,0.6235958472816938,17.6,72,4.847222222222221,0.21303344218900908,0.96,5
180,5,1,1,0.7879536366468665,20.2,46,5.0,3.1383413582133732,0.0,5
27,6,1,1,0.9281364340668959,16.7,578,4.977099236641221,1.1131281855811213,0.44,5
208,4,1,1,-1.1325604639252624,4.7,7,5.0,-0.574549458279089,0.0,5
984,5,1,1,-0.5828188124794816,22.0,30,5.0,0.15677752072700207,0.0,5
1057,5,1,0,-1.19640415164298,15.5,327,4.96,-0.687061301203103,0.0,5
265,6,1,1,-1.150638609273902,11.6,49,5.0,-0.9120849870511311,0.84,5
248,2,1,1,0.9269284984211242,13.0,10,5.0,1.1131281855811213,0.68,5
947,1,0,0,0.7259502483063693,12.6,1270,4.999195494770716,0.6068248924230581,0.44,5
216,4,1,1,-1.0811412733491654,6.3,11,5.0,0.3255452851130231,0.48,5
1121,3,1,1,-1.2204209882918502,15.2,33,4.967741935483871,-1.0245968299751451,0.76,5
2049,1,1,1,0.21085137905264484,6.0,3,5.0,-0.12450208658303295,2035.32,5
1,1,1,1,-0.9702651643910494,2.0,1,5.0,-0.349525772431061,0.52,5
515,1,1,1,-0.3916924525002332,17.6,32,4.9375,0.10052159926499507,0.16,5
1002,2,1,1,-1.2054881958185868,16.6,183,4.994318181818182,-1.249620515823173,0.52,6
100,5,1,0,-0.9255328853445368,19.6,1191,4.990533562822718,-0.23701392950704697,0.2,6
1329,3,1,1,0.6235958472816938,13.2,53,5.0,1.5631755572771773,0.48,6
527,2,1,1,-0.3916924525002332,5.5,4,5.0,1.1131281855811213,0.48,6
179,4,1,1,-0.565033238237373,6.0,8,5.0,-0.462037615355075,0.12,6
207,3,1,0,-0.71906177664957,11.8,6,5.0,-0.01199024365901894,0.44,6
983,4,1,1,-0.5828188124794816,8.0,5,5.0,-0.462037615355075,0.48,6
228,3,1,1,-1.123019566441461,6.3,6,5.0,-1.249620515823173,0.28,6
882,2,0,1,0.7259502483063693,15.2,283,4.982456140350878,0.5505689709610511,0.0,6
263,2,1,1,-1.150638609273902,6.0,12,5.0,-1.587156044595215,0.52,6
9,2,1,0,0.7259502483063693,23.0,2,5.0,-0.01199024365901894,0.6,6
2174,4,1,1,0.21085137905264484,12.8,155,5.0,0.3255452851130231,0.16,6
1108,3,0,0,-0.9054193161092493,14.1,48,5.0,-1.137108672899159,0.72,6
1132,3,1,1,-1.2204209882918502,12.1,121,4.990990990990991,-0.9120849870511311,0.28,6
246,6,1,0,1.2173329143947818,4.0,3,4.666666666666667,-0.574549458279089,0.36,6
193,2,1,1,-1.2506706607626494,0.0,0,0.0,-0.12450208658303295,0.0,6
1913,3,1,1,0.6357339238057134,17.6,1426,4.970781592403214,-0.349525772431061,0.2,6
430,3,1,1,-0.7846306139666804,13.3,160,4.975,0.5505689709610511,0.84,6
1203,5,1,1,-0.8496482779171574,56.3,50,5.0,0.21303344218900908,0.36,7
2135,4,1,1,-1.2054881958185868,23.0,262,4.991561181434599,-0.9120849870511311,0.68,7
192,12,1,0,-1.2506706607626494,10.9,38,5.0,-0.12450208658303295,0.2,7
1951,3,1,1,0.6357339238057134,16.3,73,5.0,0.5505689709610511,0.36,7
1107,3,1,0,-0.9054193161092493,11.7,458,4.993449781659389,0.5505689709610511,0.76,7
909,3,1,0,1.8543931495998422,7.1,176,4.976047904191617,0.4380571280370371,0.72,7
206,4,1,1,-0.71906177664957,26.0,10,5.0,1.1131281855811213,0.48,7
178,3,1,1,0.7879536366468665,0.0,0,0.0,1.1131281855811213,0.56,7
982,4,1,1,-0.5828188124794816,35.5,181,4.988888888888889,2.238246614821261,0.48,7
1327,3,1,1,0.6235958472816938,10.8,106,4.951456310679611,-0.12450208658303295,0.0,7
245,4,1,0,0.9269284984211242,11.5,5,5.0,1.6756874002011912,0.6,7
1794,2,1,0,-0.565033238237373,22.0,97,5.0,-0.9120849870511311,0.36,7
1131,3,1,1,-1.2204209882918502,14.0,11,5.0,-1.362132358747187,0.52,7
118,1,1,0,-0.2114000960816504,12.3,68,4.970588235294118,1.1131281855811213,0.08,7
334,8,1,1,0.27875322738533215,14.4,160,4.974522292993631,-0.462037615355075,0.44,7
450,0,0,1,-0.7846306139666804,9.9,77,5.0,-1.137108672899159,0.56,7
227,4,1,1,-1.0811412733491654,6.5,1,0.0,-1.3070015557144201,0.16,7
262,5,1,1,-1.150638609273902,11.5,18,5.0,-0.574549458279089,0.12,7
526,3,1,1,-0.3916924525002332,9.2,9,5.0,-0.12450208658303295,0.48,7
189,2,1,1,-1.2506706607626494,0.0,0,0.0,-1.137108672899159,0.48,8
203,5,1,1,-0.71906177664957,2.0,0,0.0,0.10052159926499507,0.76,8
1313,3,1,1,0.6235958472816938,9.1,36,5.0,0.7755926568090792,0.72,8
1942,5,1,1,0.6357339238057134,10.3,401,4.967654986522911,-0.01199024365901894,0.04,8
520,3,1,1,-0.3916924525002332,13.3,40,4.916666666666667,-0.01199024365901894,0.72,8
2116,2,1,1,-0.9702651643910494,2.0,0,0.0,-0.23701392950704697,0.4,8
2072,3,1,1,0.21085137905264484,12.5,10,5.0,0.7755926568090792,0.28,8
242,7,1,0,0.9269284984211242,12.8,19,5.0,-0.349525772431061,0.68,8
1017,3,1,1,-1.25396248309377,12.0,81,4.918918918918919,-0.23701392950704697,0.28,8
259,6,1,0,-1.150638609273902,2.0,1,5.0,-1.362132358747187,0.32,8
176,2,1,1,0.7879536366468665,17.1,87,4.953846153846154,1.6756874002011912,0.16,8
221,5,1,1,-1.0811412733491654,13.6,227,4.9907407407407405,-0.687061301203103,0.68,8
445,3,1,1,-0.7846306139666804,8.4,49,5.0,-1.30587643728518,0.16,8
48,5,1,1,0.9281364340668959,8.5,427,4.937349397590363,1.1131281855811213,0.0,8
1099,4,1,1,-0.9054193161092493,20.8,149,4.993103448275862,0.5505689709610511,0.72,8
113,4,1,1,-0.9255328853445368,13.8,735,5.0,-0.9120849870511311,0.0,8
902,3,1,1,1.8543931495998422,27.2,474,4.95021645021645,0.10052159926499507,0.72,8
980,3,1,0,-0.5828188124794816,7.4,16,5.0,-0.799573144127117,0.76,8
327,4,1,1,0.27875322738533215,10.5,68,5.0,0.7755926568090792,0.72,8
1195,4,1,0,-0.8496482779171574,35.7,1498,4.997293640054127,4.4884834733015415,0.72,8
1126,3,1,1,-1.2204209882918502,4.0,3,5.0,-1.362132358747187,0.6,8
1784,4,1,0,-1.0379728197150013,19.7,1179,4.976982097186701,-0.462037615355075,0.12,8
237,4,1,1,0.9269284984211242,28.1,130,4.982456140350878,0.8881044997330931,0.0,9
453,3,1,1,-0.7846306139666804,20.7,390,4.9892761394101885,-0.349525772431061,0.52,9
1112,3,1,0,-0.9054193161092493,23.8,40,5.0,-0.74331722266511,0.08,9
337,2,1,0,0.27875322738533215,26.6,418,4.997375328083988,-0.23701392950704697,0.68,9
230,4,1,1,-1.0811412733491654,13.0,7,5.0,-0.574549458279089,0.2,9
685,3,1,1,1.8543931495998422,11.6,240,4.970085470085469,0.5505689709610511,0.36,9
254,3,1,1,-1.150638609273902,16.0,78,5.0,-0.799573144127117,0.32,9
199,5,1,0,-0.71906177664957,5.3,4,5.0,-0.12450208658303295,0.44,9
1134,3,1,0,1.8543931495998422,15.3,8,4.75,-1.362132358747187,0.76,9
174,3,1,1,0.7879536366468665,0.0,0,0.0,1.6756874002011912,0.72,9
2101,1,1,1,0.21085137905264484,0.0,0,0.0,-0.12450208658303295,0.36,9
1336,2,1,0,0.6235958472816938,3.0,1,5.0,0.4380571280370371,0.48,9
11,3,1,1,-0.9702651643910494,30.5,10,5.0,-0.349525772431061,0.6,9
184,2,1,1,-1.2506706607626494,0.0,0,0.0,-0.9120849870511311,0.6,9
120,5,1,0,-0.9255328853445368,8.5,408,4.96078431372549,-0.462037615355075,0.84,9
529,3,1,1,-0.3916924525002332,17.5,164,5.0,1.1131281855811213,0.44,9
1205,3,1,1,-0.8496482779171574,28.9,82,5.0,-0.12450208658303295,0.96,9
977,5,1,1,-0.5828188124794816,14.4,171,4.987654320987653,1.1131281855811213,0.6,9
354,2,1,0,0.27875322738533215,14.2,289,4.9858156028368805,-0.01199024365901894,0.24,10
1973,4,1,1,0.6357339238057134,11.5,395,4.989189189189188,0.5505689709610511,0.72,10
1033,6,1,0,-1.2054881958185868,20.0,580,4.984210526315789,-0.687061301203103,0.0,10
1319,2,1,1,0.6235958472816938,17.4,404,5.0,1.2256400285051352,0.08,10
267,3,1,1,-1.150638609273902,9.0,16,4.928571428571429,-1.362132358747187,0.44,10
1129,3,1,1,-1.2204209882918502,26.2,93,5.0,-0.968340908513138,0.48,10
1103,5,1,1,-0.9054193161092493,16.8,52,5.0,-0.12450208658303295,0.08,10
224,4,1,1,-1.0811412733491654,10.6,12,4.916666666666667,-0.574549458279089,0.52,10
2172,2,1,1,0.21085137905264484,0.0,0,0.0,2.800805829441331,0.36,10
53,3,1,0,0.9281364340668959,14.5,421,5.0,0.8881044997330931,0.28,10
819,1,1,1,1.8543931495998422,25.1,190,4.989010989010988,-0.01199024365901894,0.4,10
182,4,1,1,0.7879536366468665,14.6,151,4.929577464788731,1.6756874002011912,0.12,10
2125,2,1,1,-0.7846306139666804,11.4,63,4.984126984126983,-1.137108672899159,0.12,10
197,2,1,0,-1.2506706607626494,0.0,0,0.0,-1.362132358747187,0.84,10
1691,4,1,1,-0.8668150039088479,7.9,364,4.982456140350878,-0.687061301203103,0.2,10
130,3,1,1,-0.9255328853445368,5.4,26,5.0,-0.01199024365901894,0.48,10
523,3,1,1,-0.3916924525002332,29.0,18,5.0,0.3255452851130231,0.48,10
7,5,1,1,-0.8496482779171574,0.0,0,0.0,-0.01199024365901894,0.96,10
210,5,1,1,-0.71906177664957,21.7,780,4.990801576872536,1.3381518714291492,0.24,10
986,4,1,1,-0.5828188124794816,17.5,26,5.0,1.1131281855811213,0.44,10
2070,4,1,0,0.21085137905264484,8.8,173,4.976190476190476,-0.23701392950704697,0.96,11
979,3,1,1,-0.5828188124794816,0.0,0,0.0,-0.01199024365901894,0.16,11
96,0,0,1,-0.9255328853445368,19.8,97,5.0,-0.349525772431061,0.44,11
220,2,1,1,-1.0811412733491654,10.6,69,4.967741935483871,-0.799573144127117,0.2,11
202,4,1,1,-0.71906177664957,28.0,9,5.0,1.1131281855811213,0.84,11
286,6,1,1,0.27875322738533215,4.0,4,5.0,-0.574549458279089,0.0,11
1312,2,1,0,0.6235958472816938,12.9,25,5.0,-0.23701392950704697,0.76,11
258,2,1,1,-1.150638609273902,3.5,14,4.857142857142857,-1.249620515823173,1.0,11
1898,6,1,1,0.6357339238057134,19.5,143,5.0,2.1257347718972475,0.36,11
1098,2,1,0,-0.9054193161092493,16.4,59,5.0,-0.574549458279089,0.8,11
188,3,1,0,-1.2506706607626494,2.0,0,0.0,-0.23701392950704697,0.72,11
1621,5,1,0,-0.8651566870152045,24.2,1000,4.990364025695932,-0.9120849870511311,0.72,11
241,5,1,1,0.9269284984211242,0.0,0,0.0,0.5505689709610511,0.2,11
995,2,1,0,-1.2054881958185868,45.7,130,4.884615384615385,-0.574549458279089,0.12,11
1125,3,1,1,1.8543931495998422,11.0,5,5.0,-0.9120849870511311,0.28,11
424,2,1,1,1.8543931495998422,16.7,35,5.0,-1.249620515823173,0.0,11
519,3,1,0,-0.3916924525002332,18.0,13,5.0,0.3255452851130231,0.72,11
4,2,1,1,-0.9702651643910494,6.0,4,5.0,-0.23701392950704697,0.88,11
47,4,1,0,1.1095534865533514,10.2,207,4.979166666666667,1.450663714353163,0.0,11
764,1,1,0,0.9158276014138603,8.5,245,4.979423868312757,1.1131281855811213,0.48,11
1155,2,1,0,-0.8496482779171574,9.1,52,5.0,0.21303344218900908,0.48,11
2120,2,1,1,0.9281364340668959,9.9,42,4.853658536585366,1.000616342657107,0.4,12
1180,5,1,1,-0.849647258420382,28.1,140,5.0,0.6630808138850651,0.36,12
1343,2,0,1,0.6235958472816938,3.0,1,5.0,-0.12450208658303295,0.48,12
1368,6,1,1,0.10050792763096117,20.4,489,4.989539748953975,0.5505689709610511,0.48,12
2118,3,1,1,-0.9702651643910494,35.0,32,5.0,-0.462037615355075,0.6,12
533,0,0,1,-0.3916924525002332,7.7,13,5.0,0.5505689709610511,0.6,12
1138,3,1,0,-1.2204209882918502,13.6,161,4.942446043165468,-1.137108672899159,0.84,12
310,5,1,0,0.27875322738533215,13.2,823,4.96125,-0.12450208658303295,0.08,12
1117,3,1,0,-0.9054193161092493,5.4,11,5.0,-0.12450208658303295,0.52,12
2113,2,1,1,0.21085137905264484,0.0,0,0.0,-0.12450208658303295,0.28,12
190,4,1,0,-1.2506706607626494,11.0,319,4.965517241379311,1.1131281855811213,0.48,12
556,1,1,1,0.7259502483063693,20.9,368,4.988795518207283,1.1131281855811213,0.08,12
234,4,1,1,-1.0811412733491654,7.5,13,5.0,-0.799573144127117,1.0,12
205,4,1,0,1.8543931495998422,0.0,0,0.0,-0.12450208658303295,0.6,12
260,3,1,1,-1.150638609273902,6.5,17,5.0,-1.249620515823173,0.16,12
436,0,0,1,-0.7846306139666804,27.6,878,4.986030267753201,-0.01199024365901894,0.4,12
1007,2,1,1,-1.25396248309377,27.9,229,4.995555555555557,-0.687061301203103,0.2,12
243,6,1,0,0.9269284984211242,7.8,46,5.0,0.6630808138850651,0.16,12
1923,4,1,1,-0.565033238237373,19.0,40,5.0,-0.12450208658303295,0.24,12
105,2,1,1,-0.9255328853445368,11.0,33,5.0,-1.0245968299751451,0.48,12
79,2,1,0,0.9281364340668959,10.9,63,4.967213114754099,1.450663714353163,0.68,13
554,2,1,0,0.7259502483063693,17.6,2810,4.982227058396808,-0.23701392950704697,0.44,13
13,3,1,1,-0.9702651643910494,6.7,5,5.0,-0.574549458279089,0.52,13
306,3,1,0,0.27875322738533215,20.6,275,4.981481481481481,-0.23701392950704697,0.2,13
1920,3,1,0,0.6357339238057134,20.1,61,4.983050847457627,0.7755926568090792,0.36,13
1136,3,1,1,-1.2204209882918502,0.0,0,0.0,-0.9120849870511311,0.44,13
2104,2,1,1,0.21085137905264484,19.6,383,4.994764397905759,1.1131281855811213,0.28,13
103,0,0,1,-0.9255328853445368,8.8,24,5.0,-1.137108672899159,0.28,13
531,2,1,1,-0.3916924525002332,0.0,0,0.0,0.6630808138850651,0.32,13
232,4,1,1,-1.0811412733491654,12.7,126,4.967741935483871,-0.687061301203103,0.48,13
240,5,1,0,1.2173329143947818,11.0,3,3.0,0.8881044997330931,0.48,13
2150,3,1,0,0.6235958472816938,11.8,480,4.968036529680365,0.6630808138850651,0.48,13
1004,0,0,1,-1.2054881958185868,12.8,617,4.962171052631579,-0.462037615355075,0.72,13
187,3,1,1,-1.2506706607626494,0.0,0,0.0,-0.687061301203103,0.72,13
1114,4,1,0,-0.9054193161092493,13.1,47,5.0,1.5631755572771773,0.48,13
201,2,1,1,-0.71906177664957,37.8,688,4.998522895125554,0.6630808138850651,0.76,13
257,4,1,1,-1.150638609273902,15.3,83,5.0,-0.799573144127117,0.2,13
12,3,1,1,-0.9702651643910494,9.0,5,5.0,-0.01199024365901894,0.72,14
530,4,1,1,-0.3916924525002332,26.1,635,4.97741935483871,0.4380571280370371,0.16,14
1992,4,1,0,-1.2827427068111554,14.6,77,4.970588235294118,-0.9120849870511311,0.6,14
1047,2,1,0,-1.3157840556175318,17.5,243,4.991561181434599,-0.9120849870511311,0.0,14
78,3,1,1,0.9281364340668959,17.2,1972,4.9643226473629785,1.9569670075112262,0.36,14
185,3,1,1,-1.2506706607626494,11.7,24,4.857142857142857,0.21303344218900908,0.72,14
141,3,1,1,-0.9255328853445368,17.9,207,4.9901960784313735,-0.349525772431061,0.48,14
255,4,1,0,-1.150638609273902,22.0,11,5.0,-1.137108672899159,0.48,14
1113,5,1,1,-0.9054193161092493,22.4,99,4.945652173913044,0.10052159926499507,0.24,14
1135,1,0,1,-1.2204209882918502,13.8,14,5.0,-0.574549458279089,0.76,14
1238,2,1,1,-0.849647258420382,19.7,166,4.987951807228916,2.5757821435933033,0.64,14
476,2,1,1,-0.7846306139666804,13.1,242,5.0,-1.362132358747187,39.52,14
1337,3,1,1,0.6235958472816938,17.7,54,5.0,0.5505689709610511,0.48,14
372,5,1,0,0.27875322738533215,13.2,148,4.9407407407407415,-0.349525772431061,0.84,14
2103,2,1,0,0.9158276014138603,25.4,411,5.0,1.1131281855811213,0.36,14
231,4,1,1,-1.0811412733491654,4.5,3,5.0,-1.137108672899159,0.24,14
603,1,1,0,0.7259502483063693,17.1,277,5.0,0.3255452851130231,0.76,14
1426,4,1,1,0.10050792763096117,23.3,385,4.9865951742627335,0.4380571280370371,0.16,14
238,5,1,0,0.9269284984211242,0.0,0,0.0,-0.574549458279089,0.08,14
1133,3,1,1,-1.2204209882918502,5.6,4,5.0,-0.799573144127117,0.64,15
229,3,1,1,1.8543931495998422,11.2,35,4.914285714285715,-0.349525772431061,0.52,15
1109,5,1,0,-0.9054193161092493,15.9,314,4.996794871794871,0.4380571280370371,0.12,15
247,2,1,1,1.2173329143947818,13.1,90,4.965517241379311,2.1257347718972475,0.28,15
2094,3,1,0,0.21085137905264484,14.9,563,4.980357142857144,0.5505689709610511,0.04,15
10,3,1,1,-0.9702651643910494,15.0,6,5.0,-0.574549458279089,0.4,15
194,3,1,0,-1.2506706607626494,3.5,3,5.0,-0.574549458279089,0.48,15
119,4,1,0,-0.9255328853445368,12.0,330,4.99375,0.5505689709610511,0.04,15
1523,4,1,1,0.10050792763096117,34.7,888,4.972696245733788,1.6756874002011912,0.48,15
528,2,1,1,-0.3916924525002332,5.2,8,5.0,1.1131281855811213,0.4,15
1952,3,0,0,0.6357339238057134,16.9,162,5.0,-0.799573144127117,0.28,15
1023,6,1,0,-1.2054881958185868,10.9,252,4.98804780876494,-1.0245968299751451,0.48,15
1330,4,1,1,0.6235958472816938,12.2,219,4.953271028037383,0.4380571280370371,0.96,15
66,3,1,1,0.9281364340668959,13.4,105,4.919540229885056,1.000616342657107,0.04,15
451,3,1,1,-0.7846306139666804,16.9,67,5.0,-1.0245968299751451,0.32,15
684,3,1,1,-1.0589658743763726,10.6,259,4.9721115537848615,-0.9120849870511311,0.2,15
264,2,1,1,-1.150638609273902,5.4,91,4.966666666666667,-1.0245968299751451,0.72,15
518,3,1,1,-0.3916924525002332,0.0,0,0.0,1.3381518714291492,0.52,16
956,4,1,0,1.8543931495998422,10.9,364,4.94871794871795,1.4394125300607616,0.76,16
3,4,1,1,-0.9702651643910494,3.0,2,5.0,-0.574549458279089,0.48,16
495,6,1,0,-0.7846306139666804,25.0,2740,4.998161088635528,-0.013115362088259256,0.6,16
1097,4,1,0,-0.9054193161092493,17.3,35,4.967741935483871,0.8881044997330931,0.72,16
1067,3,1,1,-1.2054881958185868,15.3,162,4.993243243243243,-0.462037615355075,0.68,16
45,5,1,0,0.9281364340668959,13.6,274,4.934108527131784,2.463270300669289,0.48,16
2124,3,1,1,-1.150638609273902,14.4,182,4.955801104972376,-0.574549458279089,0.32,16
1265,3,1,1,-0.8496482779171574,10.4,48,5.0,0.8881044997330931,0.96,16
2014,3,1,1,0.6357339238057134,13.4,245,4.9957805907173,0.6630808138850651,0.36,16
161,5,1,1,-0.2114000960816504,16.7,46,5.0,0.3255452851130231,0.76,16
219,4,1,1,-1.123019566441461,15.0,5,5.0,-0.01199024365901894,0.16,16
